time_stamp,open,high,low,close,volume
2016-01-06,25.14,25.5925,24.9675,25.175,68457388
2016-01-05,26.4375,26.4625,25.6025,25.6775,55790992
2016-01-04,25.6525,26.342,25.5,26.3375,67649387
2015-12-31,26.7525,26.7575,26.205,26.315,40912316
2015-12-30,27.145,27.175,26.795,26.83,25213777
2015-12-29,26.74,27.3575,26.715,27.185,30931243
2015-12-28,26.8975,26.9225,26.545175,26.705,26704210
2015-12-24,27.25,27.25,26.9875,27.0075,13596680
2015-12-23,26.8175,27.2125,26.8,27.1525,32657354
2015-12-22,26.85,26.93,26.61275,26.8075,32789367
2015-12-21,26.82,26.8425,26.3925,26.8325,47590610
2015-12-18,27.2275,27.38,26.4525,26.5075,96453327
2015-12-17,28.005,28.0625,27.245,27.245,44772827
2015-12-16,27.7675,27.9975,27.2,27.835,56238467
2015-12-15,27.985,28.2,27.5875,27.6225,53323105
2015-12-14,28.045,28.17,27.4475,28.12,65003609
2015-12-11,28.7975,28.8475,28.21275,28.295,46886161
2015-12-10,29.01,29.235,28.8775,29.0425,29212727
2015-12-09,29.41,29.4225,28.77,28.905,46361357
2015-12-08,29.38,29.65,29.215,29.5575,34309450
2015-12-07,29.745,29.965,29.4525,29.57,32084249
2015-12-04,28.8225,29.8125,28.7775,29.7575,57776977
2015-12-03,29.1375,29.1975,28.555,28.8,41569509
2015-12-02,29.2625,29.5275,29.02,29.07,33386563
2015-12-01,29.6875,29.7025,29.215,29.335,34852374
2015-11-30,29.4975,29.8525,29.4375,29.575,39180322
2015-11-27,29.5725,29.6025,29.4,29.4525,13046445
2015-11-25,29.8025,29.8075,29.48,29.5075,21388308
2015-11-24,29.3325,29.8375,29.28,29.72,42803172
2015-11-23,29.8175,29.9325,29.335,29.4375,32482528
2015-11-20,29.8,29.98,29.7125,29.825,34287096
2015-11-19,29.41,29.9375,29.19,29.695,43295820
2015-11-18,28.94,29.3725,28.875,29.3225,46674697
2015-11-17,28.73,28.7625,28.33,28.4225,27583101
2015-11-16,27.845,28.56,27.75,28.54375,38106701
2015-11-13,28.8,28.8925,28.0675,28.085,45812403
2015-11-12,29.065,29.205,28.9125,28.93,32525579
2015-11-11,29.0925,29.355,28.8025,29.0275,45217971
2015-11-10,29.225,29.5175,29.01525,29.1925,59127931
2015-11-09,30.24,30.4525,30.0125,30.1425,33871405
2015-11-06,30.2775,30.4525,30.155,30.265,33042283
2015-11-05,30.4625,30.6725,30.045,30.23,39552680
2015-11-04,30.7825,30.955,30.405,30.5,44886050
2015-11-03,30.1975,30.8725,30.175,30.6425,45518976
2015-11-02,29.9675,30.34,29.9025,30.295,32203267
2015-10-30,30.2475,30.305,29.8625,29.875,49365254
2015-10-29,29.675,30.1725,29.5675,30.1325,51227334
2015-10-28,29.2325,29.825,29.015,29.8175,85551352
2015-10-27,28.85,29.135,28.4975,28.6375,69884400
2015-10-26,29.52,29.5325,28.73,28.82,66333781
2015-10-23,29.175,29.807,29.0825,29.77,59366914
2015-10-22,28.5825,28.875,28.525,28.875,41654089
2015-10-21,28.5,28.895,28.425,28.44,42326974
2015-10-20,27.835,28.5425,27.705,28.4425,48967763
2015-10-19,27.7,27.9375,27.5275,27.9325,29759153
2015-10-16,27.945,28.0,27.6325,27.76,39232609
2015-10-15,27.7325,28.025,27.6225,27.965,37673452
2015-10-14,27.8225,27.88,27.39,27.5525,44462449
2015-10-13,27.705,28.1125,27.67,27.9475,33049256
2015-10-12,28.1825,28.1875,27.86,27.9,30467204
2015-10-09,27.5,28.07,27.3725,28.03,52766140
2015-10-08,27.5475,27.5475,27.0525,27.375,61979577
2015-10-07,27.935,27.9425,27.3525,27.695,46765550
2015-10-06,27.6575,27.935,27.44125,27.8275,48856977
2015-10-05,27.47,27.84245,27.2675,27.695,52064743
2015-10-02,27.0025,27.7534,26.8875,27.595,58019758
2015-10-01,27.2675,27.405,26.8275,27.395,63929100
2015-09-30,27.5425,27.885,27.1825,27.4875,65041596
2015-09-29,28.2075,28.3775,26.965,27.265,73365384
2015-09-28,28.4625,28.6425,28.11,28.11,50782189
2015-09-25,29.11,29.1725,28.505,28.6775,56151926
2015-09-24,28.3125,28.875,28.0925,28.75,50219475
2015-09-23,28.4075,28.68,28.325,28.58,35756716
2015-09-22,28.345,28.545,28.130025,28.35,50346159
2015-09-21,28.4175,28.8425,28.415,28.8025,50221965
2015-09-18,28.0525,28.575,27.9675,28.3625,74285291
2015-09-17,28.915,29.1225,28.42875,28.48,64112641
2015-09-16,29.0625,29.135,28.86,29.1025,37173489
2015-09-15,28.9825,29.1325,28.605,29.07,43341155
2015-09-14,29.145,29.2225,28.715,28.8275,58363431
2015-09-11,27.9475,28.5525,27.94,28.5525,49915473
2015-09-10,27.5675,28.320625,27.475,28.1425,62892831
2015-09-09,28.44,28.505,27.4425,27.5375,85010804
2015-09-08,27.9125,28.14,27.58,28.0775,54843626
2015-09-04,27.2425,27.6125,27.1275,27.3175,49996311
2015-09-03,28.1225,28.195,27.51,27.5925,53233940
2015-09-02,27.5,28.085,27.28275,28.085,61888812
2015-09-01,27.545,27.97,26.84,26.93,76845860
2015-08-31,28.0325,28.6325,28.0,28.19,56229271
2015-08-28,28.0425,28.3275,27.885,28.3225,53164407
2015-08-27,28.0625,28.31,27.505,28.23,84616056
2015-08-26,26.77125,27.4725,26.2625,27.4225,96774611
2015-08-25,27.7775,27.7775,25.875,25.935,103601599
2015-08-24,23.7175,27.2,23.0,25.78,162206292
2015-08-21,27.6075,27.975,26.41125,26.44,128275471
2015-08-20,28.52,28.5875,27.9075,28.1625,68501622
2015-08-19,29.025,29.13,28.67,28.7525,48286510
2015-08-18,29.1075,29.36,29.0025,29.125,34560708
2015-08-17,29.01,29.4125,28.875,29.29,40884745
2015-08-14,28.58,29.0775,28.5025,28.99,42929516
2015-08-13,29.01,29.1,28.635,28.7875,48535789
2015-08-12,28.1325,28.855,27.4075,28.81,101685610
2015-08-11,29.4525,29.545,28.3325,28.3725,97082814
2015-08-10,29.1325,29.9975,29.1325,29.93,54951597
2015-08-07,28.645,29.0625,28.625,28.88,38670405
2015-08-06,28.9925,29.125,28.52875,28.7825,52903040
2015-08-05,28.2375,29.36,28.025,28.85,98384461
2015-08-04,29.355,29.425,28.3125,28.66,124138623
2015-08-03,30.375,30.6425,29.38,29.61,69975968
2015-07-31,30.65,30.660625,30.2275,30.325,42884953
2015-07-30,30.58,30.642475,30.4275,30.5925,33628268
2015-07-29,30.7875,30.875,30.5675,30.7475,37011653
2015-07-28,30.845,30.9775,30.6375,30.845,33618097
2015-07-27,30.7725,30.9025,30.53,30.6925,44455540
2015-07-24,31.33,31.435,30.975,31.125,42162332
2015-07-23,31.55,31.7725,31.265,31.29,50999452
2015-07-22,30.4975,31.375,30.4975,31.305,115450607
2015-07-21,33.2125,33.23,32.58,32.6875,76756427
2015-07-20,32.7425,33.2425,32.675,33.0175,58900203
2015-07-17,32.27,32.405,32.0775,32.405,46164710
2015-07-16,31.935,32.1425,31.8375,32.1275,36222447
2015-07-15,31.43,31.7875,31.395,31.705,33649200
2015-07-14,31.51,31.5925,31.26,31.4025,31768139
2015-07-13,31.2575,31.43875,31.08,31.415,41440538
2015-07-10,30.485,30.9625,30.3025,30.82,61354474
2015-07-09,30.9625,31.015,29.805,30.0175,78595038
2015-07-08,31.12,31.16,30.635,30.6425,60761614
2015-07-07,31.4725,31.5375,30.9425,31.4225,46946811
2015-07-06,31.235,31.5575,31.2125,31.5,28060431
2015-07-02,31.6075,31.6725,31.4425,31.61,27210952
2015-07-01,31.725,31.735,31.4975,31.65,30238811
2015-06-30,31.3925,31.53,31.215,31.35625,44370682
2015-06-29,31.365,31.6175,31.12,31.1325,49161427
2015-06-26,31.9175,31.9975,31.6275,31.6875,44066841
2015-06-25,32.215,32.3,31.875,31.875,31938100
2015-06-24,31.8025,32.45,31.78,32.0275,55280855
2015-06-23,31.87,31.9025,31.7198,31.7575,30268863
2015-06-22,31.8725,32.015,31.77,31.9025,34039345
2015-06-19,31.9275,31.955,31.6,31.65,54716887
2015-06-18,31.8075,32.0775,31.805,31.97,35407220
2015-06-17,31.93,31.97,31.685,31.825,32918071
2015-06-16,31.7575,31.9625,31.5925,31.9,31494131
2015-06-15,31.525,31.81,31.4275,31.73,43988946
2015-06-12,32.04625,32.0825,31.7775,31.7925,36886246
2015-06-11,32.295,32.545,32.11875,32.1475,35390887
2015-06-10,31.98,32.335,31.9625,32.22,39087250
2015-06-09,31.675,32.02,31.405,31.855,56075420
2015-06-08,32.225,32.3025,31.7075,31.95,52674786
2015-06-05,32.375,32.4225,32.09,32.1625,35626800
2015-06-04,32.395,32.645,32.2275,32.34,38450118
2015-06-03,32.665,32.735,32.475,32.53,30983542
2015-06-02,32.465,32.66375,32.33,32.49,33667627
2015-06-01,32.8,32.8475,32.5125,32.63375,32112797
2015-05-29,32.8075,32.8625,32.475,32.57,50884452
2015-05-28,32.965,32.9875,32.775,32.945,30733309
2015-05-27,32.585,33.065,32.5125,33.01125,45833246
2015-05-26,33.15,33.2275,32.28,32.405,70697560
2015-05-22,32.9,33.2425,32.85,33.135,45595972
2015-05-21,32.5175,32.9075,32.4575,32.8475,39730364
2015-05-20,32.5,32.745,32.335,32.515,36454932
2015-05-19,32.6725,32.72,32.41,32.5175,44633240
2015-05-18,32.095,32.68,32.09,32.5475,50882918
2015-05-15,32.2675,32.3725,32.0525,32.1925,38208034
2015-05-14,31.8525,32.2375,31.79,32.2375,45203456
2015-05-13,31.5375,31.7975,31.4675,31.5025,34694235
2015-05-12,31.4,31.72,31.205,31.46625,48160032
2015-05-11,31.8475,31.89,31.40625,31.58,42035757
2015-05-08,31.67,31.905,31.5275,31.905,55550382
2015-05-07,31.1925,31.52,31.005,31.315,43940895
2015-05-06,31.64,31.6875,30.84,31.2525,72141010
2015-05-05,32.0375,32.11245,31.445,31.45,49271416
2015-05-04,32.375,32.6425,32.065,32.175,50988278
2015-05-01,31.525,32.5325,31.325,32.2375,58512638
2015-04-30,31.875,31.97,31.145,31.2875,83195423
2015-04-29,32.54,32.8975,32.075,32.16,63386083
2015-04-28,33.61375,33.635,32.3925,32.64,118923970
2015-04-27,33.0775,33.2825,32.7875,33.1625,96954207
2015-04-24,32.6225,32.6575,32.3075,32.57,44525905
2015-04-23,32.075,32.605,32.035,32.4175,45770902
2015-04-22,31.7475,32.2175,31.58,32.155,37654505
2015-04-21,32.025,32.05,31.6675,31.7275,32435057
2015-04-20,31.3925,32.03,31.2925,31.9,47054310
2015-04-17,31.3875,31.535,31.115,31.1875,51957046
2015-04-16,31.57,31.775,31.5275,31.5425,28368987
2015-04-15,31.6025,31.7825,31.5025,31.695,28970419
2015-04-14,31.75,31.8225,31.4775,31.575,25524593
2015-04-13,32.0925,32.1425,31.6525,31.7125,36365123
2015-04-10,31.4875,31.8025,31.315,31.775,40187953
2015-04-09,31.4625,31.645,31.165,31.64,32483974
2015-04-08,31.4625,31.6,31.2425,31.4,37329243
2015-04-07,31.91,32.03045,31.495,31.5025,35012268
2015-04-06,31.1175,31.8775,31.0825,31.8375,37193975
2015-04-02,31.2575,31.39,31.0475,31.33,32220131
2015-04-01,31.205,31.28,30.775,31.0625,40621437
2015-03-31,31.5225,31.6225,31.08875,31.1075,42090553
2015-03-30,31.0125,31.6,31.0,31.5925,47099670
2015-03-27,31.1425,31.175,30.7275,30.8125,39546151
2015-03-26,30.69,31.22,30.65,31.06,47572869
2015-03-25,31.635,31.705,30.845,30.845,51655177
2015-03-24,31.8075,32.01,31.64,31.6725,32842304
2015-03-23,31.78,31.9625,31.63,31.8025,37709674
2015-03-20,32.0625,32.1,31.29,31.475,68695136
2015-03-19,32.1875,32.311275,31.85,31.87375,45809490
2015-03-18,31.75,32.29,31.5925,32.1175,65270945
2015-03-17,31.475,31.83,31.4125,31.76,51023104
2015-03-16,30.97,31.2375,30.7175,31.2375,35874300
2015-03-13,31.1,31.348775,30.645,30.8975,51827283
2015-03-12,30.5775,31.225,30.4075,31.1125,48362719
2015-03-11,31.1875,31.1925,30.5275,30.56,68938974
2015-03-10,31.6025,31.805,30.95,31.1275,68856582
2015-03-09,31.99,32.3925,31.265,31.785,88528487
2015-03-06,32.1,32.3425,31.565,31.65,72842060
2015-03-05,32.145,32.1875,31.44,31.6025,56517146
2015-03-04,32.275,32.39,32.08,32.135,31666340
2015-03-03,32.24,32.38,32.0225,32.34,37816283
2015-03-02,32.3125,32.57,32.075,32.2725,48096663
2015-02-27,32.5,32.6425,32.06,32.115,62014847
2015-02-26,32.19625,32.7175,31.6525,32.60375,91287529
2015-02-25,32.89,32.9,32.0375,32.1975,74711746
2015-02-24,33.235,33.4,32.7925,33.0425,69228130
2015-02-23,32.505,33.25,32.415,33.25,70974110
2015-02-20,32.155,32.375,32.0125,32.37375,48948419
2015-02-19,32.12,32.2575,32.0825,32.1125,37362381
2015-02-18,31.90625,32.195,31.8625,32.17875,44891737
2015-02-17,31.8725,32.22,31.73,31.9575,63152405
2015-02-13,31.82,31.82,31.4125,31.77,54272219
2015-02-12,31.515,31.87,31.3925,31.615,74474466
2015-02-11,30.6925,31.23,30.625,31.22,73561797
2015-02-10,30.0425,30.5375,30.04,30.505,62008506
2015-02-09,29.6375,29.96,29.6075,29.93,38889797
2015-02-06,30.005,30.0625,29.6125,29.7325,43706567
2015-02-05,30.005,30.0575,29.8125,29.985,42246245
2015-02-04,29.625,30.1275,29.57725,29.89,70149743
2015-02-03,29.625,29.7725,29.4025,29.6625,51915749
2015-02-02,29.5125,29.7925,29.02,29.6575,62739100
2015-01-30,29.6,30.0,29.2125,29.29,83745461
2015-01-29,29.08,29.7975,28.89,29.725,84436432
2015-01-28,29.40625,29.53,28.8275,28.8275,146477063
2015-01-27,28.105,28.12,27.2575,27.285,95568749
2015-01-26,28.435,28.59065,28.2,28.275,55614979
2015-01-23,28.075,28.4375,27.8825,28.245,46464828
2015-01-22,27.565,28.1175,27.43,28.1,53796409
2015-01-21,27.2375,27.765,27.0675,27.3875,48575897
2015-01-20,26.96,27.241675,26.625,27.18,49899907
2015-01-16,26.7575,26.895,26.3,26.4975,78513345
2015-01-15,27.5,27.515,26.665,26.705,60013996
2015-01-14,27.26,27.6225,27.125,27.45,48956588
2015-01-13,27.8575,28.2,27.2275,27.555,67091928
2015-01-12,28.15,28.1575,27.2,27.3125,49650790
2015-01-09,28.1675,28.3125,27.5525,28.0025,53315099
2015-01-08,27.3075,28.0375,27.175,27.9725,59364547
2015-01-07,26.8,27.05,26.67375,26.9375,40105934
2015-01-06,26.635,26.8575,26.1575,26.565,65797116
2015-01-05,27.0725,27.1625,26.3525,26.5625,64285491
2015-01-02,27.8475,27.86,26.8375,27.3325,53204626
2014-12-31,28.205,28.2825,27.5525,27.595,41403351
2014-12-30,28.41,28.48,28.0275,28.13,29881477
2014-12-29,28.4475,28.6925,28.425,28.4775,27598920
2014-12-26,28.025,28.63,28.0025,28.4975,33720951
2014-12-24,28.145,28.1775,28.0025,28.0025,14479611
2014-12-23,28.3075,28.3325,28.115,28.135,26028419
2014-12-22,28.04,28.3725,27.9925,28.235,45167549
2014-12-19,28.065,28.31,27.915,27.945,88429770
2014-12-18,27.9675,28.1625,27.665,28.1625,59006218
2014-12-17,26.78,27.46,26.705,27.3525,53411773
2014-12-16,26.5925,27.54,26.565,26.68625,60790733
2014-12-15,27.675,27.9,26.5875,27.05625,67218082
2014-12-12,27.615,27.9675,27.395,27.4325,56028138
2014-12-11,28.065,28.45,27.835,27.905,41471578
2014-12-10,28.6025,28.7125,27.885,27.9875,44565318
2014-12-09,27.5475,28.575,27.3375,28.53,60208036
2014-12-08,28.525,28.662,27.905,28.1,57664850
2014-12-05,28.9975,29.02,28.66,28.75,38318895
2014-12-04,28.9425,29.3,28.8225,28.8725,42155776
2014-12-03,28.9375,29.0875,28.7775,28.9825,43063440
2014-12-02,28.375,28.9375,28.1875,28.6575,59348940
2014-12-01,29.7025,29.8125,27.8175,28.7675,83814037
2014-11-28,29.8175,29.85,29.5125,29.7325,24814402
2014-11-26,29.485,29.775,29.4575,29.75,40831886
2014-11-25,29.7675,29.9375,29.3625,29.4,68840440
2014-11-24,29.2125,29.6925,29.155,29.65625,47450824
2014-11-21,29.3775,29.3925,29.0075,29.1175,57179298
2014-11-20,28.7275,29.215,28.7125,29.0775,43395537
2014-11-19,28.86,28.935,28.45,28.6675,41869160
2014-11-18,28.485,28.9225,28.4725,28.8675,44223978
2014-11-17,28.5675,29.32,28.325,28.4975,46746712
2014-11-14,28.2875,28.5475,28.2625,28.545,44063595
2014-11-13,27.95,28.3625,27.9,28.205,59522855
2014-11-12,27.345,27.8575,27.3425,27.8125,46942431
2014-11-11,27.175,27.4375,27.1,27.425,27442252
2014-11-10,27.255,27.3325,27.1675,27.2075,27195547
2014-11-07,27.1875,27.33,27.1375,27.2525,33691535
2014-11-06,27.15,27.1975,26.95,27.175,34968457
2014-11-05,27.275,27.325,27.03125,27.215,37435905
2014-11-04,27.34,27.3725,26.93,27.15,41574365
2014-11-03,27.055,27.575,27.0025,27.35,52282550
2014-10-31,27.0025,27.01,26.8025,27.0,44639285
2014-10-30,26.73975,26.8375,26.475,26.745,40654793
2014-10-29,26.6625,26.8425,26.59,26.835,52687879
2014-10-28,26.35,26.685,26.3375,26.685,48060949
2014-10-27,26.2125,26.37,26.175,26.2775,34187701
2014-10-24,26.295,26.3725,26.1325,26.305,47053916
2014-10-23,26.02,26.26275,25.9075,26.2075,71074674
2014-10-22,25.71,26.0275,25.65,25.7475,68263146
2014-10-21,25.755,25.755,25.3175,25.6175,94623904
2014-10-20,24.57875,24.99,24.555,24.94,77517279
2014-10-17,24.375,24.75,24.2025,24.4175,68179688
2014-10-16,23.8875,24.43,23.8525,24.065,72154523
2014-10-15,24.4925,24.7875,23.795,24.385,100933600
2014-10-14,25.0975,25.13,24.6425,24.6875,63688562
2014-10-13,25.3325,25.445,24.9525,24.9525,53583368
2014-10-10,25.1725,25.5075,25.075,25.1825,66331592
2014-10-09,25.385,25.595,25.1525,25.255,77376525
2014-10-08,24.69,25.2775,24.5775,25.2,57404674
2014-10-07,24.8575,25.03,24.6825,24.6875,42094183
2014-10-06,24.9875,25.1625,24.855,24.905,37051182
2014-10-03,24.86,25.0525,24.76,24.905,43469585
2014-10-02,24.8175,25.055,24.51,24.975,47757828
2014-10-01,25.1475,25.1725,24.675,24.795,51491286
2014-09-30,25.2025,25.385,25.1325,25.1875,55264139
2014-09-29,24.6625,25.10875,24.6575,25.0275,49766312
2014-09-26,24.6325,25.1875,24.6,25.1875,62370501
2014-09-25,25.1275,25.1775,24.43,24.4675,99565849
2014-09-24,25.54,25.7125,25.3,25.4375,59725174
2014-09-23,25.15,25.735,25.135,25.66,63347200
2014-09-22,25.45,25.535,25.145,25.265,52722000
2014-09-19,25.5725,25.5875,25.22,25.24,70838500
2014-09-18,25.4825,25.5875,25.39,25.4475,37023900
2014-09-17,25.3175,25.45,25.14805,25.395,60892400
2014-09-16,24.95,25.315,24.7225,25.215,66818200
2014-09-15,25.7025,25.7625,25.36,25.4075,61216500
2014-09-12,25.3025,25.5475,25.27,25.415,62626100
2014-09-11,25.1025,25.36,24.905,25.3575,62353100
2014-09-10,24.5025,25.2775,24.44,25.25,100741900
2014-09-09,24.77,25.77,24.035,24.4975,189560600
2014-09-08,24.825,24.8275,24.5125,24.59,46277800
2014-09-05,24.7,24.8475,24.5775,24.7425,58353200
2014-09-04,24.7125,25.0225,24.4475,24.53,85594800
2014-09-03,25.775,25.8,24.645,24.735,125233100
2014-09-02,25.765,25.935,25.68,25.825,53491400
2014-08-29,25.715,25.725,25.55,25.625,44567000
2014-08-28,25.3975,25.695,25.39,25.5625,68389800
2014-08-27,25.255,25.6425,25.175,25.5325,46827400
2014-08-26,25.355,25.375,25.215,25.22225,33119800
2014-08-25,25.4475,25.5425,25.32,25.385,40144700
2014-08-22,25.0725,25.3675,25.0475,25.33,44102400
2014-08-21,25.1425,25.235,25.0275,25.145,33421900
2014-08-20,25.11,25.2725,24.9875,25.1425,52612800
2014-08-19,24.8525,25.17,24.83,25.1325,69274700
2014-08-18,24.6225,24.8425,24.495,24.79,47572000
2014-08-15,24.475,24.5475,24.215,24.495,48951000
2014-08-14,24.3325,24.3925,24.2,24.375,28116000
2014-08-13,24.0375,24.31,24.01,24.31,31916000
2014-08-12,24.01,24.22,23.9025,23.9925,33795000
2014-08-11,23.8175,24.02,23.708875,23.9975,36585000
2014-08-08,23.565,23.705,23.32,23.685,41865000
2014-08-07,23.7325,23.9875,23.525,23.62,46711000
2014-08-06,23.6875,23.87,23.6775,23.74,38558000
2014-08-05,23.84,23.92,23.59,23.78,55933000
2014-08-04,24.0925,24.145,23.7925,23.8975,39958000
2014-08-01,23.725,24.155,23.7025,24.0325,48511000
2014-07-31,24.29,24.3625,23.8325,23.9,56843000
2014-07-30,24.61,24.675,24.4175,24.5375,33010000
2014-07-29,24.8325,24.86,24.5625,24.595,43143000
2014-07-28,24.455,24.81,24.3875,24.755,55318000
2014-07-25,24.2125,24.46,24.16,24.41775,43469000
2014-07-24,24.25875,24.33,24.105,24.2575,45729000
2014-07-23,23.855,24.47,23.7925,24.2975,92918000
2014-07-22,23.67,23.7225,23.53,23.68,55197000
2014-07-21,23.7475,23.75,23.43,23.48475,39079000
2014-07-18,23.405,23.685,23.255,23.6075,49988000
2014-07-17,23.7575,23.81975,23.1425,23.272475,57298000
2014-07-16,24.2425,24.275,23.685,23.695,53502000
2014-07-15,24.2,24.2125,23.7575,23.83,45477900
2014-07-14,23.965,24.2225,23.9125,24.1125,42810000
2014-07-11,23.84,23.9725,23.715625,23.805,34018000
2014-07-10,23.44,23.8875,23.38,23.75875,39686000
2014-07-09,23.86,23.9875,23.69,23.8475,36436000
2014-07-08,24.0675,24.2,23.48,23.8375,65222000
2014-07-07,23.535,23.9975,23.525,23.992,56468000
2014-07-03,23.4175,23.525,23.3,23.5075,22891800
2014-07-02,23.46625,23.515,23.2725,23.37,28465000
2014-07-01,23.38,23.5175,23.2825,23.38,38223000
2014-06-30,23.025,23.43125,23.0225,23.2325,49589000
2014-06-27,22.705,23.0,22.6925,22.995,64029000
2014-06-26,22.5925,22.7625,22.45,22.725,32629000
2014-06-25,22.5525,22.675,22.4125,22.59,36869000
2014-06-24,22.6875,22.935,22.5475,22.57,39036000
2014-06-23,22.83,22.905,22.65,22.7075,43694000
2014-06-20,22.9625,23.1375,22.725,22.7275,100898000
2014-06-19,23.0725,23.075,22.834725,22.965,35528000
2014-06-18,23.0675,23.0725,22.8375,23.045,33514000
2014-06-17,23.0775,23.175,22.95,23.02,29726000
2014-06-16,22.8775,23.1875,22.8625,23.05,35561000
2014-06-13,23.05,23.11,22.72,22.82,54525000
2014-06-12,23.51,23.53,22.975,23.0725,54749000
2014-06-11,23.5325,23.69,23.3675,23.465,45681000
2014-06-10,23.6825,23.7625,23.3925,23.5625,62777000
2014-06-09,3.310714285714286,3.3528571428571428,3.2767857142857144,3.3464285714285715,75414997
2014-06-06,23.210714285714285,23.259285714285713,23.016785714285714,23.056071428571432,12497800
2014-06-05,23.07857142857143,23.191782142857143,22.950357142857143,23.119642857142857,10850200
2014-06-04,22.76571428571429,23.138928571428572,22.718214285714286,23.029285714285717,11981500
2014-06-03,22.445,22.812142857142856,22.4375,22.76928571428571,10453900
2014-06-02,22.641428571428573,22.672500000000003,22.232142857142858,22.451785714285712,13191100
2014-05-30,22.785,23.006071428571428,22.460714285714285,22.607142857142858,20143600
2014-05-29,22.423214285714288,22.74535714285714,22.420357142857142,22.69214285714286,13445500
2014-05-28,22.357857142857142,22.493928571428572,22.27785714285714,22.28607142857143,11267200
2014-05-27,21.995714285714286,22.35214285714286,21.986785714285713,22.34392857142857,12459500
2014-05-23,21.6875,21.954617857142857,21.65964285714286,21.933214285714286,8293200
2014-05-22,21.664285714285715,21.780357142857145,21.575,21.688214285714285,7170000
2014-05-21,21.565357142857145,21.667857142857144,21.502142857142854,21.65392857142857,7030700
2014-05-20,21.589642857142856,21.657142857142855,21.454642857142858,21.596785714285716,8387000
2014-05-19,21.351785714285715,21.690357142857145,21.333214285714288,21.5925,11348400
2014-05-16,21.0225,21.34035714285714,20.907142857142855,21.339642857142856,9866300
2014-05-15,21.239285714285717,21.307142857142857,21.00142857142857,21.029285714285717,8244500
2014-05-14,21.158214285714283,21.335714285714285,21.13357142857143,21.209642857142857,5943000
2014-05-13,21.142857142857142,21.233571428571427,21.09642857142857,21.205714285714286,5704900
2014-05-12,20.981785714285714,21.202142857142857,20.978571428571428,21.172500000000003,7614600
2014-05-09,20.87642857142857,20.9375,20.72607142857143,20.912232142857142,10414200
2014-05-08,21.008928571428573,21.228928571428572,20.942857142857143,20.999642857142856,8224900
2014-05-07,21.258928571428573,21.33178571428571,20.990357142857142,21.154642857142857,10102300
2014-05-06,21.49285714285714,21.586067857142858,21.228928571428572,21.228928571428572,13377300
2014-05-05,21.076428571428572,21.464285714285715,21.071428571428573,21.462857142857143,10252400
2014-05-02,21.155,21.22142857142857,21.06107142857143,21.16357142857143,6839800
2014-05-01,21.142857142857142,21.24285714285714,20.94142857142857,21.124285714285715,8716000
2014-04-30,21.165714285714284,21.408214285714283,21.064285714285713,21.07464285714286,16308600
2014-04-29,21.205000000000002,21.285,21.05392857142857,21.154642857142857,12049200
2014-04-28,20.457142857142856,21.276785714285715,20.448214285714283,21.2175,23910200
2014-04-25,20.161785714285713,20.428214285714287,20.141428571428573,20.426428571428573,13938400
2014-04-24,20.29321428571429,20.357142857142858,20.02607142857143,20.2775,27139700
2014-04-23,18.895,18.96892857142857,18.730357142857144,18.741071428571427,14105000
2014-04-22,18.868214285714284,18.993785714285714,18.803607142857143,18.98925,7234400
2014-04-21,18.76214285714286,19.005,18.712857142857143,18.970357142857143,6519600
2014-04-17,18.571428571428573,18.84857142857143,18.542857142857144,18.747857142857146,10154800
2014-04-16,18.501785714285713,18.610357142857143,18.361978571428573,18.53607142857143,7670200
2014-04-15,18.581071428571427,18.63,18.261785714285715,18.498567857142856,9517500
2014-04-14,18.639285714285712,18.648571428571426,18.471785714285716,18.631428571428568,7345500
2014-04-11,18.535714285714285,18.672500000000003,18.469285714285714,18.5575,9704200
2014-04-10,18.95285714285714,19.00857142857143,18.684642857142855,18.695714285714285,8559000
2014-04-09,18.665714285714284,18.94607142857143,18.643571428571427,18.94,7363200
2014-04-08,18.756785714285716,18.79,18.525003571428574,18.694285714285716,8710300
2014-04-07,18.857857142857142,18.960714285714285,18.638928571428572,18.695357142857144,10351800
2014-04-04,19.27892857142857,19.285714285714285,18.949285714285715,18.993571428571432,9830400
2014-04-03,19.33535714285714,19.375,19.201428571428572,19.2425,5798000
2014-04-02,19.370714285714286,19.41,19.294999999999998,19.376785714285713,6443600
2014-04-01,19.205714285714286,19.3525,19.170357142857142,19.344642857142855,7170000
2014-03-31,19.258214285714285,19.314642857142854,19.14035714285714,19.169285714285714,6023900
2014-03-28,19.225714285714286,19.24785357142857,19.080357142857142,19.173571428571428,7163000
2014-03-27,19.28625,19.339285714285715,19.111432142857144,19.195,7929700
2014-03-26,19.518571428571427,19.607142857142858,19.245,19.27785714285714,10706000
2014-03-25,19.339285714285715,19.491071428571427,19.271071428571428,19.46392857142857,10081900
2014-03-24,19.229285714285712,19.303571428571427,19.10928571428571,19.256785714285716,12703600
2014-03-21,18.9975,19.0625,18.797500000000003,19.03107142857143,13358800
2014-03-20,18.924642857142857,19.02392857142857,18.833928571428572,18.88214285714286,7442800
2014-03-19,19.009285714285713,19.15142857142857,18.892857142857142,18.97357142857143,8027000
2014-03-18,18.782142857142855,18.99892857142857,18.757146428571428,18.978571428571428,7487400
2014-03-17,18.84642857142857,18.927500000000002,18.780357142857145,18.812142857142856,7126600
